index,NOMBRE_DE_POZO,NOMBRE_DEL_ELEMENTO_GEOLOGICO,MNEMONICO_DEL_ELEMENTO_GEOLOGICO,TIPO_UNIDAD_ESTRATIGRAFICA,CIMA_(md),BASE_(md),"NIVEL_DE_REFERENCIA
"
795,MOLOACAN-643,ENCANTO,ENCT,FMN,315,560,MR
796,MOLOACAN-644,FILISOLA,FLSL,FMN,0,249,MR
797,MOLOACAN-644,CONCEPCION INFERIOR,CNIR,FMN,249,368,MR
798,MOLOACAN-644,ENCANTO,ENCT,FMN,368,791,MR
799,MOLOACAN-644,OLIGOCENO,OLGN,FMN,791,859,MR
800,MOLOACAN-645,CONCEPCION SUPERIOR,CNSR,FMN,0,231,MR
801,MOLOACAN-645,CONCEPCION INFERIOR,CNIR,FMN,231,315,MR
802,MOLOACAN-645,ENCANTO,ENCT,FMN,315,658,MR
803,MOLOACAN-646,CONCEPCION SUPERIOR,CNSR,FMN,0,220,MR
804,MOLOACAN-646,CONCEPCION INFERIOR,CNIR,FMN,220,310,MR
805,MOLOACAN-646,ENCANTO,ENCT,FMN,310,700,MR
806,MOLOACAN-647,FILISOLA,FLSL,FMN,0,134,MR
807,MOLOACAN-647,CONCEPCION SUPERIOR,CNSR,FMN,134,185,MR
808,MOLOACAN-647,CONCEPCION INFERIOR,CNIR,FMN,185,294,MR
809,MOLOACAN-647,ENCANTO,ENCT,FMN,294,700,MR
810,MOLOACAN-648,CONCEPCION SUPERIOR,CNSR,FMN,0,146,MR
811,MOLOACAN-648,CONCEPCION INFERIOR,CNIR,FMN,146,255,MR
812,MOLOACAN-648,ENCANTO,ENCT,FMN,255,705,MR
813,MOLOACAN-648D,CONCEPCION SUPERIOR,CNSR,FMN,0,255,MR
814,MOLOACAN-648D,ENCANTO,ENCT,FMN,255,460,MR
815,MOLOACAN-649,CONCEPCION SUPERIOR,CNSR,FMN,0,142,MR
816,MOLOACAN-649,CONCEPCION INFERIOR,CNIR,FMN,142,262,MR
817,MOLOACAN-649,ENCANTO,ENCT,FMN,262,712,MR
818,MOLOACAN-649,OLIGOCENO,OLGN,FMN,712,801,MR
819,MOLOACAN-649,ANHIDRITA,ANHI,FMN,801,802,MR
820,MOLOACAN-650,FILISOLA,FLSL,FMN,0,201,MR
821,MOLOACAN-650,CONCEPCION SUPERIOR,CNSR,FMN,201,327,MR
822,MOLOACAN-650,CONCEPCION INFERIOR,CNIR,FMN,327,455,MR
823,MOLOACAN-650,ENCANTO,ENCT,FMN,455,800,MR
824,MOLOACAN-651,FILISOLA,FLSL,FMN,0,172,MR
825,MOLOACAN-651,CONCEPCION SUPERIOR,CNSR,FMN,172,319,MR
826,MOLOACAN-651,CONCEPCION INFERIOR,CNIR,FMN,319,424,MR
827,MOLOACAN-651,ENCANTO,ENCT,FMN,424,625,MR
828,MOLOACAN-652,FILISOLA,FLSL,FMN,0,145,MR
829,MOLOACAN-652,CONCEPCION INFERIOR,CNIR,FMN,145,260,MR
830,MOLOACAN-652,ENCANTO,ENCT,FMN,260,638,MR
831,MOLOACAN-652,OLIGOCENO,OLGN,FMN,638,696,MR
832,MOLOACAN-653,FILISOLA,FLSL,FMN,0,152,MR
833,MOLOACAN-653,CONCEPCION SUPERIOR,CNSR,FMN,152,282,MR
834,MOLOACAN-653,CONCEPCION INFERIOR,CNIR,FMN,282,404,MR
835,MOLOACAN-653,ENCANTO,ENCT,FMN,404,650,MR
836,MOLOACAN-654,FILISOLA,FLSL,FMN,0,240,MR
837,MOLOACAN-654,CONCEPCION INFERIOR,CNIR,FMN,240,360,MR
838,MOLOACAN-654,ENCANTO,ENCT,FMN,360,775,MR
839,MOLOACAN-654,OLIGOCENO,OLGN,FMN,775,1078,MR
840,MOLOACAN-654,ANHIDRITA,ANHI,FMN,1078,1146,MR
841,MOLOACAN-655,FILISOLA,FLSL,FMN,0,130,MR
842,MOLOACAN-655,CONCEPCION SUPERIOR,CNSR,FMN,130,260,MR
843,MOLOACAN-655,CONCEPCION INFERIOR,CNIR,FMN,260,403,MR
844,MOLOACAN-655,ENCANTO,ENCT,FMN,403,800,MR
845,MOLOACAN-656,FILISOLA,FLSL,FMN,0,85,MR
846,MOLOACAN-656,CONCEPCION SUPERIOR,CNSR,FMN,85,200,MR
847,MOLOACAN-656,CONCEPCION INFERIOR,CNIR,FMN,200,296,MR
848,MOLOACAN-656,ENCANTO,ENCT,FMN,296,553,MR
849,MOLOACAN-656,OLIGOCENO,OLGN,FMN,553,571,MR
850,MOLOACAN-658,PARAJE SOLO,PJSL,FMN,0,206,MR
851,MOLOACAN-658,CONCEPCION SUPERIOR,CNSR,FMN,206,360,MR
852,MOLOACAN-658,CONCEPCION INFERIOR,CNIR,FMN,360,520,MR
853,MOLOACAN-658,ENCANTO,ENCT,FMN,520,750,MR
854,MOLOACAN-659,FILISOLA,FLSL,FMN,0,296,MR
855,MOLOACAN-659,CONCEPCION SUPERIOR,CNSR,FMN,296,453,MR
856,MOLOACAN-659,CONCEPCION INFERIOR,CNIR,FMN,453,858,MR
857,MOLOACAN-659,ENCANTO,ENCT,FMN,858,955,MR
858,MOLOACAN-660,FILISOLA,FLSL,FMN,0,116,MR
859,MOLOACAN-660,CONCEPCION SUPERIOR,CNSR,FMN,116,248,MR
860,MOLOACAN-660,CONCEPCION INFERIOR,CNIR,FMN,248,369,MR
861,MOLOACAN-660,ENCANTO,ENCT,FMN,369,810,MR
862,MOLOACAN-661,FILISOLA,FLSL,FMN,0,140,MR
863,MOLOACAN-661,CONCEPCION SUPERIOR,CNSR,FMN,140,265,MR
864,MOLOACAN-661,CONCEPCION INFERIOR,CNIR,FMN,265,376,MR
865,MOLOACAN-661,ENCANTO,ENCT,FMN,376,813,MR
866,MOLOACAN-661,OLIGOCENO,OLGN,FMN,813,964,MR
867,MOLOACAN-661,ANHIDRITA,ANHI,FMN,964,965,MR
868,MOLOACAN-662,FILISOLA,FLSL,FMN,0,30,MR
869,MOLOACAN-662,CONCEPCION SUPERIOR,CNSR,FMN,30,185,MR
870,MOLOACAN-662,CONCEPCION INFERIOR,CNIR,FMN,185,293,MR
871,MOLOACAN-662,ENCANTO,ENCT,FMN,293,640,MR
872,MOLOACAN-662,ANHIDRITA,ANHI,FMN,640,675,MR
873,MOLOACAN-663,CONCEPCION SUPERIOR,CNSR,FMN,0,180,MR
874,MOLOACAN-663,CONCEPCION INFERIOR,CNIR,FMN,180,265,MR
875,MOLOACAN-663,ENCANTO,ENCT,FMN,265,548,MR
876,MOLOACAN-663,ANHIDRITA,ANHI,FMN,548,554,MR
877,MOLOACAN-664,FILISOLA,FLSL,FMN,0,110,MR
878,MOLOACAN-664,CONCEPCION SUPERIOR,CNSR,FMN,110,225,MR
879,MOLOACAN-664,CONCEPCION INFERIOR,CNIR,FMN,225,339,MR
880,MOLOACAN-664,ENCANTO,ENCT,FMN,339,763,MR
881,MOLOACAN-664,ANHIDRITA,ANHI,FMN,763,765,MR
882,MOLOACAN-665,FILISOLA,FLSL,FMN,0,175,MR
883,MOLOACAN-665,CONCEPCION INFERIOR,CNIR,FMN,175,300,MR
884,MOLOACAN-665,ENCANTO,ENCT,FMN,300,565,MR
885,MOLOACAN-665,ANHIDRITA,ANHI,FMN,565,575,MR
886,MOLOACAN-666,FILISOLA,FLSL,FMN,0,78,MR
887,MOLOACAN-666,CONCEPCION SUPERIOR,CNSR,FMN,78,210,MR
888,MOLOACAN-666,CONCEPCION INFERIOR,CNIR,FMN,210,333,MR
889,MOLOACAN-666,ENCANTO,ENCT,FMN,333,730,MR
890,MOLOACAN-666,OLIGOCENO,OLGN,FMN,730,788,MR
891,MOLOACAN-666,ANHIDRITA,ANHI,FMN,788,794,MR
892,MOLOACAN-667,FILISOLA,FLSL,FMN,0,108,MR
893,MOLOACAN-667,CONCEPCION SUPERIOR,CNSR,FMN,108,168,MR
894,MOLOACAN-667,CONCEPCION INFERIOR,CNIR,FMN,168,268,MR
895,MOLOACAN-667,ENCANTO,ENCT,FMN,268,528,MR
896,MOLOACAN-667,ANHIDRITA,ANHI,FMN,528,539,MR
897,MOLOACAN-668,CONCEPCION SUPERIOR,CNSR,FMN,0,167,MR
898,MOLOACAN-668,CONCEPCION INFERIOR,CNIR,FMN,167,300,MR
899,MOLOACAN-668,ENCANTO,ENCT,FMN,300,783,MR
900,MOLOACAN-668,OLIGOCENO,OLGN,FMN,783,1036,MR
901,MOLOACAN-668,ANHIDRITA,ANHI,FMN,1036,1040,MR
902,MOLOACAN-669,FILISOLA,FLSL,FMN,0,223,MR
903,MOLOACAN-669,CONCEPCION SUPERIOR,CNSR,FMN,223,363,MR
904,MOLOACAN-669,CONCEPCION INFERIOR,CNIR,FMN,363,500,MR
905,MOLOACAN-669,ENCANTO,ENCT,FMN,500,800,MR
906,MOLOACAN-670,FILISOLA,FLSL,FMN,0,277,MR
907,MOLOACAN-670,CONCEPCION SUPERIOR,CNSR,FMN,277,435,MR
908,MOLOACAN-670,CONCEPCION INFERIOR,CNIR,FMN,435,502,MR
909,MOLOACAN-670,ENCANTO,ENCT,FMN,502,727,MR
910,MOLOACAN-670,OLIGOCENO,OLGN,FMN,727,775,MR
911,MOLOACAN-671,FILISOLA,FLSL,FMN,0,146,MR
912,MOLOACAN-671,CONCEPCION SUPERIOR,CNSR,FMN,146,284,MR
913,MOLOACAN-671,CONCEPCION INFERIOR,CNIR,FMN,284,426,MR
914,MOLOACAN-671,ENCANTO,ENCT,FMN,426,729,MR
915,MOLOACAN-671,ANHIDRITA,ANHI,FMN,729,730,MR
916,MOLOACAN-673,FILISOLA,FLSL,FMN,0,177,MR
917,MOLOACAN-673,CONCEPCION SUPERIOR,CNSR,FMN,177,246,MR
918,MOLOACAN-673,CONCEPCION INFERIOR,CNIR,FMN,246,365,MR
919,MOLOACAN-673,ENCANTO,ENCT,FMN,365,805,MR
920,MOLOACAN-673,OLIGOCENO,OLGN,FMN,805,914,MR
921,MOLOACAN-674,CONCEPCION SUPERIOR,CNSR,FMN,0,143,MR
922,MOLOACAN-674,CONCEPCION INFERIOR,CNIR,FMN,143,191,MR
923,MOLOACAN-674,ENCANTO,ENCT,FMN,191,700,MR
924,MOLOACAN-675,FILISOLA,FLSL,FMN,0,136,MR
925,MOLOACAN-675,CONCEPCION SUPERIOR,CNSR,FMN,136,264,MR
926,MOLOACAN-675,CONCEPCION INFERIOR,CNIR,FMN,264,312,MR
927,MOLOACAN-675,ENCANTO,ENCT,FMN,312,775,MR
928,MOLOACAN-676,FILISOLA,FLSL,FMN,0,112,MR
929,MOLOACAN-676,CONCEPCION SUPERIOR,CNSR,FMN,112,265,MR
930,MOLOACAN-676,CONCEPCION INFERIOR,CNIR,FMN,265,338,MR
931,MOLOACAN-676,ENCANTO,ENCT,FMN,338,800,MR
932,MOLOACAN-677,CONCEPCION SUPERIOR,CNSR,FMN,0,64,MR
933,MOLOACAN-677,CONCEPCION INFERIOR,CNIR,FMN,64,140,MR
934,MOLOACAN-677,ENCANTO,ENCT,FMN,140,475,MR
935,MOLOACAN-678,FILISOLA,FLSL,FMN,0,115,MR
936,MOLOACAN-678,CONCEPCION SUPERIOR,CNSR,FMN,115,252,MR
937,MOLOACAN-678,CONCEPCION INFERIOR,CNIR,FMN,252,392,MR
938,MOLOACAN-678,ENCANTO,ENCT,FMN,392,905,MR
939,MOLOACAN-678,OLIGOCENO,OLGN,FMN,905,1117,MR
940,MOLOACAN-679,PARAJE SOLO,PJSL,FMN,0,165,MR
941,MOLOACAN-679,FILISOLA,FLSL,FMN,165,300,MR
942,MOLOACAN-679,CONCEPCION SUPERIOR,CNSR,FMN,300,360,MR
943,MOLOACAN-679,ENCANTO,ENCT,FMN,360,790,MR
944,MOLOACAN-679,OLIGOCENO,OLGN,FMN,790,800,MR
945,MOLOACAN-680,FILISOLA,FLSL,FMN,0,259,MR
946,MOLOACAN-680,CONCEPCION INFERIOR,CNIR,FMN,259,386,MR
947,MOLOACAN-680,ENCANTO,ENCT,FMN,386,800,MR
948,MOLOACAN-680D,FILISOLA,FLSL,FMN,0,147,MR
949,MOLOACAN-680D,CONCEPCION SUPERIOR,CNSR,FMN,147,259,MR
950,MOLOACAN-680D,CONCEPCION INFERIOR,CNIR,FMN,259,386,MR
951,MOLOACAN-680D,ENCANTO,ENCT,FMN,386,565,MR
952,MOLOACAN-681,CONCEPCION SUPERIOR,CNSR,FMN,0,214,MR
953,MOLOACAN-681,ENCANTO,ENCT,FMN,214,625,MR
954,MOLOACAN-682,CONCEPCION SUPERIOR,CNSR,FMN,0,111,MR
955,MOLOACAN-682,CONCEPCION INFERIOR,CNIR,FMN,111,223,MR
956,MOLOACAN-682,ENCANTO,ENCT,FMN,223,638,MR
957,MOLOACAN-682,OLIGOCENO,OLGN,FMN,638,650,MR
958,MOLOACAN-683,CONCEPCION SUPERIOR,CNSR,FMN,0,147,MR
959,MOLOACAN-683,CONCEPCION INFERIOR,CNIR,FMN,147,263,MR
960,MOLOACAN-683,ENCANTO,ENCT,FMN,263,625,MR
961,MOLOACAN-684,FILISOLA,FLSL,FMN,0,116,MR
962,MOLOACAN-684,CONCEPCION SUPERIOR,CNSR,FMN,116,248,MR
963,MOLOACAN-684,CONCEPCION INFERIOR,CNIR,FMN,248,378,MR
964,MOLOACAN-684,ENCANTO,ENCT,FMN,378,750,MR
965,MOLOACAN-684D,FILISOLA,FLSL,FMN,0,116,MR
966,MOLOACAN-684D,CONCEPCION SUPERIOR,CNSR,FMN,116,248,MR
967,MOLOACAN-684D,CONCEPCION INFERIOR,CNIR,FMN,248,377,MR
968,MOLOACAN-684D,ENCANTO,ENCT,FMN,377,545,MR
969,MOLOACAN-685,CONCEPCION SUPERIOR,CNSR,FMN,0,281,MR
970,MOLOACAN-685,CONCEPCION INFERIOR,CNIR,FMN,281,401,MR
971,MOLOACAN-685,ENCANTO,ENCT,FMN,401,901,MR
972,MOLOACAN-685,OLIGOCENO,OLGN,FMN,901,1162,MR
973,MOLOACAN-685,ANHIDRITA,ANHI,FMN,1162,1185,MR
974,MOLOACAN-686,CONCEPCION SUPERIOR,CNSR,FMN,0,191,MR
975,MOLOACAN-686,CONCEPCION INFERIOR,CNIR,FMN,191,301,MR
976,MOLOACAN-686,ENCANTO,ENCT,FMN,301,700,MR
977,MOLOACAN-687,FILISOLA,FLSL,FMN,0,239,MR
978,MOLOACAN-687,CONCEPCION SUPERIOR,CNSR,FMN,239,427,MR
979,MOLOACAN-687,CONCEPCION INFERIOR,CNIR,FMN,427,553,MR
980,MOLOACAN-687,ENCANTO,ENCT,FMN,553,908,MR
981,MOLOACAN-687,OLIGOCENO,OLGN,FMN,908,942,MR
982,MOLOACAN-687,ANHIDRITA,ANHI,FMN,942,962,MR
983,MOLOACAN-688,FILISOLA,FLSL,FMN,0,217,MR
984,MOLOACAN-688,CONCEPCION INFERIOR,CNIR,FMN,217,353,MR
985,MOLOACAN-688,ENCANTO,ENCT,FMN,353,800,MR
986,MOLOACAN-689,FILISOLA,FLSL,FMN,0,206,MR
987,MOLOACAN-689,CONCEPCION INFERIOR,CNIR,FMN,206,320,MR
988,MOLOACAN-689,ENCANTO,ENCT,FMN,320,700,MR
989,MOLOACAN-690,FILISOLA,FLSL,FMN,0,95,MR
990,MOLOACAN-690,CONCEPCION SUPERIOR,CNSR,FMN,95,216,MR
991,MOLOACAN-690,CONCEPCION INFERIOR,CNIR,FMN,216,353,MR
992,MOLOACAN-690,ENCANTO,ENCT,FMN,353,800,MR
993,MOLOACAN-691,FILISOLA,FLSL,FMN,0,116,MR
994,MOLOACAN-691,CONCEPCION SUPERIOR,CNSR,FMN,116,257,MR
995,MOLOACAN-691,CONCEPCION INFERIOR,CNIR,FMN,257,395,MR
996,MOLOACAN-691,ENCANTO,ENCT,FMN,395,943,MR
997,MOLOACAN-691,OLIGOCENO,OLGN,FMN,943,950,MR
998,MOLOACAN-692,FILISOLA,FLSL,FMN,0,237,MR
999,MOLOACAN-692,CONCEPCION INFERIOR,CNIR,FMN,237,380,MR
1000,MOLOACAN-692,ENCANTO,ENCT,FMN,380,900,MR
1001,MOLOACAN-693,FILISOLA,FLSL,FMN,0,110,MR
1002,MOLOACAN-693,CONCEPCION SUPERIOR,CNSR,FMN,110,249,MR
1003,MOLOACAN-693,CONCEPCION INFERIOR,CNIR,FMN,249,383,MR
1004,MOLOACAN-693,ENCANTO,ENCT,FMN,383,850,MR
1005,MOLOACAN-694,FILISOLA,FLSL,FMN,0,101,MR
1006,MOLOACAN-694,CONCEPCION SUPERIOR,CNSR,FMN,101,227,MR
1007,MOLOACAN-694,CONCEPCION INFERIOR,CNIR,FMN,227,364,MR
1008,MOLOACAN-694,ENCANTO,ENCT,FMN,364,800,MR
1009,MOLOACAN-695,FILISOLA,FLSL,FMN,0,145,MR
1010,MOLOACAN-695,CONCEPCION SUPERIOR,CNSR,FMN,145,257,MR
1011,MOLOACAN-695,CONCEPCION INFERIOR,CNIR,FMN,257,298,MR
1012,MOLOACAN-695,ENCANTO,ENCT,FMN,298,865,MR
1013,MOLOACAN-696,FILISOLA,FLSL,FMN,0,89,MR
1014,MOLOACAN-696,CONCEPCION SUPERIOR,CNSR,FMN,89,227,MR
1015,MOLOACAN-696,CONCEPCION INFERIOR,CNIR,FMN,227,361,MR
1016,MOLOACAN-696,ENCANTO,ENCT,FMN,361,898,MR
1017,MOLOACAN-696,OLIGOCENO,OLGN,FMN,898,950,MR
1018,MOLOACAN-697,CONCEPCION SUPERIOR,CNSR,FMN,0,80,MR
1019,MOLOACAN-697,CONCEPCION INFERIOR,CNIR,FMN,80,145,MR
1020,MOLOACAN-697,ENCANTO,ENCT,FMN,145,450,MR
1021,MOLOACAN-698,FILISOLA,FLSL,FMN,0,221,MR
1022,MOLOACAN-698,CONCEPCION INFERIOR,CNIR,FMN,221,339,MR
1023,MOLOACAN-698,ENCANTO,ENCT,FMN,339,806,MR
1024,MOLOACAN-698,OLIGOCENO,OLGN,FMN,806,900,MR
1025,MOLOACAN-698D,CONCEPCION SUPERIOR,CNSR,FMN,0,196,MR
1026,MOLOACAN-698D,CONCEPCION INFERIOR,CNIR,FMN,196,315,MR
1027,MOLOACAN-698D,ENCANTO,ENCT,FMN,135,520,MR
1028,MOLOACAN-699,CONCEPCION SUPERIOR,CNSR,FMN,0,171,MR
1029,MOLOACAN-699,CONCEPCION INFERIOR,CNIR,FMN,171,288,MR
1030,MOLOACAN-699,ENCANTO,ENCT,FMN,288,570,MR
1031,MOLOACAN-7,CONCEPCION SUPERIOR,CNSR,FMN,0,217,MR
1032,MOLOACAN-7,ENCANTO,ENCT,FMN,217,513,MR
1033,MOLOACAN-7,OLIGOCENO,OLGN,FMN,513,775,MR
1034,MOLOACAN-7,ANHIDRITA,ANHI,FMN,775,777,MR
1035,MOLOACAN-700,CONCEPCION SUPERIOR,CNSR,FMN,0,155,MR
1036,MOLOACAN-700,CONCEPCION INFERIOR,CNIR,FMN,155,290,MR
1037,MOLOACAN-700,ENCANTO,ENCT,FMN,290,700,MR
1038,MOLOACAN-700D,FILISOLA,FLSL,FMN,0,215,MR
1039,MOLOACAN-700D,CONCEPCION INFERIOR,CNIR,FMN,215,317,MR
1040,MOLOACAN-700D,ENCANTO,ENCT,FMN,317,470,MR
1041,MOLOACAN-701,CONCEPCION SUPERIOR,CNSR,FMN,0,223,MR
1042,MOLOACAN-701,CONCEPCION INFERIOR,CNIR,FMN,223,343,MR
1043,MOLOACAN-701,ENCANTO,ENCT,FMN,343,800,MR
1044,MOLOACAN-702,FILISOLA,FLSL,FMN,0,153,MR
1045,MOLOACAN-702,CONCEPCION SUPERIOR,CNSR,FMN,153,294,MR
1046,MOLOACAN-702,CONCEPCION INFERIOR,CNIR,FMN,294,430,MR
1047,MOLOACAN-702,ENCANTO,ENCT,FMN,430,1299,MR
1048,MOLOACAN-703,FILISOLA,FLSL,FMN,0,238,MR
1049,MOLOACAN-703,CONCEPCION INFERIOR,CNIR,FMN,238,378,MR
1050,MOLOACAN-703,ENCANTO,ENCT,FMN,378,800,MR
1051,MOLOACAN-704,FILISOLA,FLSL,FMN,0,204,MR
1052,MOLOACAN-704,CONCEPCION INFERIOR,CNIR,FMN,204,331,MR
1053,MOLOACAN-704,ENCANTO,ENCT,FMN,331,800,MR
1054,MOLOACAN-705,FILISOLA,FLSL,FMN,0,240,MR
1055,MOLOACAN-705,CONCEPCION INFERIOR,CNIR,FMN,240,340,MR
1056,MOLOACAN-705,ENCANTO,ENCT,FMN,340,750,MR
1057,MOLOACAN-706,CONCEPCION SUPERIOR,CNSR,FMN,0,208,MR
1058,MOLOACAN-706,CONCEPCION INFERIOR,CNIR,FMN,208,342,MR
1059,MOLOACAN-706,ENCANTO,ENCT,FMN,342,700,MR
1060,MOLOACAN-708,FILISOLA,FLSL,FMN,0,230,MR
1061,MOLOACAN-708,CONCEPCION INFERIOR,CNIR,FMN,230,379,MR
1062,MOLOACAN-708,ENCANTO,ENCT,FMN,379,800,MR
1063,MOLOACAN-711,FILISOLA,FLSL,FMN,0,150,MR
1064,MOLOACAN-711,CONCEPCION SUPERIOR,CNSR,FMN,150,284,MR
1065,MOLOACAN-711,CONCEPCION INFERIOR,CNIR,FMN,284,410,MR
1066,MOLOACAN-711,ENCANTO,ENCT,FMN,410,825,MR
1067,MOLOACAN-712,FILISOLA,FLSL,FMN,0,248,MR
1068,MOLOACAN-712,CONCEPCION INFERIOR,CNIR,FMN,248,375,MR
1069,MOLOACAN-712,ENCANTO,ENCT,FMN,375,750,MR
1070,MOLOACAN-712D,FILISOLA,FLSL,FMN,0,250,MR
1071,MOLOACAN-712D,CONCEPCION INFERIOR,CNIR,FMN,250,375,MR
1072,MOLOACAN-712D,ENCANTO,ENCT,FMN,375,550,MR
1073,MOLOACAN-713,FILISOLA,FLSL,FMN,0,211,MR
1074,MOLOACAN-713,CONCEPCION INFERIOR,CNIR,FMN,211,329,MR
1075,MOLOACAN-713,ENCANTO,ENCT,FMN,329,725,MR
1076,MOLOACAN-713,OLIGOCENO,OLGN,FMN,725,800,MR
1077,MOLOACAN-714,FILISOLA,FLSL,FMN,0,165,MR
1078,MOLOACAN-714,CONCEPCION SUPERIOR,CNSR,FMN,165,289,MR
1079,MOLOACAN-714,CONCEPCION INFERIOR,CNIR,FMN,289,410,MR
1080,MOLOACAN-714,ENCANTO,ENCT,FMN,410,850,MR
1081,MOLOACAN-715,CONCEPCION SUPERIOR,CNSR,FMN,0,185,MR
1082,MOLOACAN-715,CONCEPCION INFERIOR,CNIR,FMN,185,275,MR
1083,MOLOACAN-715,ENCANTO,ENCT,FMN,275,650,MR
1084,MOLOACAN-716,FILISOLA,FLSL,FMN,0,150,MR
1085,MOLOACAN-716,CONCEPCION INFERIOR,CNIR,FMN,150,248,MR
1086,MOLOACAN-716,ENCANTO,ENCT,FMN,248,690,MR
1087,MOLOACAN-716,OLIGOCENO,OLGN,FMN,690,700,MR
1088,MOLOACAN-717,FILISOLA,FLSL,FMN,0,180,MR
1089,MOLOACAN-717,CONCEPCION INFERIOR,CNIR,FMN,180,295,MR
1090,MOLOACAN-717,ENCANTO,ENCT,FMN,295,750,MR
1091,MOLOACAN-718,CONCEPCION SUPERIOR,CNSR,FMN,0,210,MR
1092,MOLOACAN-718,CONCEPCION INFERIOR,CNIR,FMN,210,346,MR
1093,MOLOACAN-718,ENCANTO,ENCT,FMN,346,800,MR
1094,MOLOACAN-719,CONCEPCION SUPERIOR,CNSR,FMN,0,275,MR
1095,MOLOACAN-719,CONCEPCION INFERIOR,CNIR,FMN,275,410,MR
1096,MOLOACAN-719,ENCANTO,ENCT,FMN,410,750,MR
1097,MOLOACAN-720,CONCEPCION SUPERIOR,CNSR,FMN,0,280,MR
1098,MOLOACAN-720,CONCEPCION INFERIOR,CNIR,FMN,280,415,MR
1099,MOLOACAN-720,ENCANTO,ENCT,FMN,415,800,MR
1100,MOLOACAN-721,CONCEPCION SUPERIOR,CNSR,FMN,0,152,MR
1101,MOLOACAN-721,CONCEPCION INFERIOR,CNIR,FMN,152,276,MR
1102,MOLOACAN-721,ENCANTO,ENCT,FMN,276,700,MR
1103,MOLOACAN-722,CONCEPCION SUPERIOR,CNSR,FMN,0,210,MR
1104,MOLOACAN-722,CONCEPCION INFERIOR,CNIR,FMN,210,330,MR
1105,MOLOACAN-722,ENCANTO,ENCT,FMN,330,800,MR
1106,MOLOACAN-8,CONCEPCION SUPERIOR,CNSR,FMN,0,246,MR
1107,MOLOACAN-8,ENCANTO,ENCT,FMN,246,674,MR
1108,MOLOACAN-8,OLIGOCENO,OLGN,FMN,674,854,MR
1109,MOLOACAN-8,ANHIDRITA,ANHI,FMN,854,856,MR
1110,MOLOACAN-801,FILISOLA,FLSL,FMN,0,210,MR
1111,MOLOACAN-801,CONCEPCION SUPERIOR,CNSR,FMN,210,312,MR
1112,MOLOACAN-801,CONCEPCION INFERIOR,CNIR,FMN,312,430,MR
1113,MOLOACAN-801,ENCANTO,ENCT,FMN,430,900,MR
1114,MOLOACAN-802,FILISOLA,FLSL,FMN,0,250,MR
1115,MOLOACAN-802,CONCEPCION SUPERIOR,CNSR,FMN,250,360,MR
1116,MOLOACAN-802,CONCEPCION INFERIOR,CNIR,FMN,360,465,MR
1117,MOLOACAN-802,ENCANTO,ENCT,FMN,465,951,MR
1118,MOLOACAN-803,FILISOLA,FLSL,FMN,0,125,MR
1119,MOLOACAN-803,CONCEPCION SUPERIOR,CNSR,FMN,125,293,MR
1120,MOLOACAN-803,CONCEPCION INFERIOR,CNIR,FMN,293,410,MR
1121,MOLOACAN-803,ENCANTO,ENCT,FMN,410,822,MR
1122,MOLOACAN-804,FILISOLA,FLSL,FMN,0,280,MR
1123,MOLOACAN-804,CONCEPCION SUPERIOR,CNSR,FMN,280,389,MR
1124,MOLOACAN-804,CONCEPCION INFERIOR,CNIR,FMN,389,495,MR
1125,MOLOACAN-804,ENCANTO,ENCT,FMN,495,1000,MR
1126,MOLOACAN-806,PARAJE SOLO,PJSL,FMN,0,268,MR
1127,MOLOACAN-806,FILISOLA,FLSL,FMN,268,386,MR
1128,MOLOACAN-806,CONCEPCION SUPERIOR,CNSR,FMN,386,518,MR
1129,MOLOACAN-806,ENCANTO,ENCT,FMN,518,950,MR
1130,MOLOACAN-807,CONCEPCION SUPERIOR,CNSR,FMN,0,170,MR
1131,MOLOACAN-807,CONCEPCION INFERIOR,CNIR,FMN,170,385,MR
1132,MOLOACAN-807,ENCANTO,ENCT,FMN,385,930,MR
1133,MOLOACAN-807,OLIGOCENO,OLGN,FMN,930,1000,MR
1134,MOLOACAN-812,FILISOLA,FLSL,FMN,0,280,MR
1135,MOLOACAN-812,CONCEPCION INFERIOR,CNIR,FMN,280,410,MR
1136,MOLOACAN-812,ENCANTO,ENCT,FMN,410,850,MR
1137,MOLOACAN-813,FILISOLA,FLSL,FMN,0,207,MR
1138,MOLOACAN-813,ENCANTO,ENCT,FMN,207,290,MR
1139,MOLOACAN-813,CONCEPCION INFERIOR,CNIR,FMN,290,800,MR
1140,MOLOACAN-816,PARAJE SOLO,PJSL,FMN,0,248,MR
1141,MOLOACAN-816,FILISOLA,FLSL,FMN,248,350,MR
1142,MOLOACAN-816,CONCEPCION SUPERIOR,CNSR,FMN,350,378,MR
1143,MOLOACAN-816,CONCEPCION INFERIOR,CNIR,FMN,378,496,MR
1144,MOLOACAN-816,ENCANTO,ENCT,FMN,496,900,MR
1145,MOLOACAN-821,FILISOLA,FLSL,FMN,0,290,MR
1146,MOLOACAN-821,CONCEPCION SUPERIOR,CNSR,FMN,290,400,MR
1147,MOLOACAN-821,CONCEPCION INFERIOR,CNIR,FMN,400,500,MR
1148,MOLOACAN-821,ENCANTO,ENCT,FMN,500,1444,MR
