NOMBRE_DEL_POZO,CIMA_(md),BASE_(md),NIVEL_DE_REFERENCIA,POROSIDAD_(%),VOLUMEN_DE_ARCILLA_(%),SATURACION_DE_AGUA_(%),FORMACION_GEOLOGICA,COMENTARIOS,
MOLOACAN-452,397,402,MR,14,SIN INFORMACION,34,ENCANTO,APORTO AGUA SALADA DE 20450 PPM,
MOLOACAN-452,362,366,MR,8,SIN INFORMACION,43,ENCANTO,APORTO ACEITE LIMPIO POR BM,
MOLOACAN-453,236,241,MR,16,SIN INFORMACION,31,ENCANTO,SE TERMINO CON APAREJO SENCILLO FLUYENTE,
MOLOACAN-453,257,259,MR,14,SIN INFORMACION,42,ENCANTO,SE TERMINO CON APAREJO SENCILLO FLUYENTE,
MOLOACAN-454,365,369,MR,14,SIN INFORMACION,28,ENCANTO,OPERA POZO POR B.M.,
MOLOACAN-454,371,372,MR,16,SIN INFORMACION,28,ENCANTO,OP. POR B.M. APORTANDO ACEITE,
MOLOACAN-454,374,376,MR,16,SIN INFORMACION,28,ENCANTO,OPERA POZO POR B.M.,
MOLOACAN-454,381,387,MR,16,SIN INFORMACION,30,ENCANTO,OBSERVA OP. DEFICIENTE DE B.M.,
MOLOACAN-454,396,399,MR,16,SIN INFORMACION,29,ENCANTO,OBSERVA OP. DEFICIENTE DE B.M.,
MOLOACAN-454,414,416,MR,17,SIN INFORMACION,31,ENCANTO,OBSERVA OP. DEFICIENTE DE B.M.,
MOLOACAN-454,426,429,MR,17,SIN INFORMACION,31,ENCANTO,OPERO POR BOMBEO MECANICO,
MOLOACAN-455,219,224,MR,25,SIN INFORMACION,14,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,234,237,MR,18,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,240,245,MR,18,SIN INFORMACION,65,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,249,251,MR,16,SIN INFORMACION,70,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,253,256,MR,19,SIN INFORMACION,65,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,286,291,MR,24,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-455,364,370,MR,21,SIN INFORMACION,71,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-456,592,598,MR,24,SIN INFORMACION,15,ENCANTO,"BAJA RECUPERCION, INTERVALO AISLADO", 
MOLOACAN-456,544,549,MR,19,SIN INFORMACION,28,ENCANTO,FLUYE ACEITE POR ESTRANGULADOR,
MOLOACAN-456,378,381,MR,15,SIN INFORMACION,18,ENCANTO,FLUYE ACEITE POR ESTRANGULADOR,
MOLOACAN-456,375,378,MR,15,SIN INFORMACION,18,ENCANTO,"PRODUCTOR DE ACEITE CON 30% DE AGUA SALADA, SE CERRO POR BAJA RECUPERACION", 
MOLOACAN-456,287,289,MR,8,SIN INFORMACION,35,ENCANTO,INTERVALO OBTURADO POR AGUA SALADA,
MOLOACAN-457,322,326,MR,8,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-457,332,341,MR,11,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-457,357,361,MR,9,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-457,445,451,MR,11,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-458,403,411,MR,12,SIN INFORMACION,43,ENCANTO,POZO PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-459,273,288,MR,14,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-459,301,316,MR,17,SIN INFORMACION,13,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-459,334,336,MR,20,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-459,352,355,MR,22,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-459,364,366,MR,16,SIN INFORMACION,31,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-459,371,376,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-460,403,406,MR,16,SIN INFORMACION,44,ENCANTO,INTERVALO AISLADO,
MOLOACAN-460,217,280,MR,19,SIN INFORMACION,33,ENCANTO,POZO TERMINADO CON BOMBEO MECANICO,
MOLOACAN-461,195,200,MR,18,SIN INFORMACION,10,ENCANTO,OPERO CON B.N.,
MOLOACAN-461,271,274,MR,18,SIN INFORMACION,35,ENCANTO,OPERO CON B.N.,
MOLOACAN-461,294,301,MR,18,SIN INFORMACION,45,ENCANTO,OPERO CON B.N.,
MOLOACAN-461,329,340,MR,22,SIN INFORMACION,15,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-461,344,351,MR,18,SIN INFORMACION,42,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-461,359,367,MR,22,SIN INFORMACION,38,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-461,390,402,MR,24,SIN INFORMACION,15,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-462,514,523,MR,21,SIN INFORMACION,39,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-463,258,260,MR,15,SIN INFORMACION,31,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-463,297,300,MR,17,SIN INFORMACION,47,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-463,306,308,MR,14,SIN INFORMACION,27,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-463,363,366,MR,16,SIN INFORMACION,17,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-464,434,437,MR,30,SIN INFORMACION,16,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,418,420,MR,30,SIN INFORMACION,17,ENCANTO,INTERVALO AISLADO CON TAPON MERCURY,
MOLOACAN-464,404,406,MR,27,SIN INFORMACION,21,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,392,396,MR,29,SIN INFORMACION,10,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,387,390,MR,25,SIN INFORMACION,18,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,379,383,MR,25,SIN INFORMACION,18,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,334,336,MR,22,SIN INFORMACION,22,ENCANTO,INTERVALO AISLADO,
MOLOACAN-464,229,231,MR,22,SIN INFORMACION,28,ENCANTO,OPERANDO POR BN,
MOLOACAN-464,206,216,336,22,SIN INFORMACION,19,ENCANTO,TERMINADO CON BN,
MOLOACAN-465,589,595,MR,13,SIN INFORMACION,55,ENCANTO,TERMINADO CON ABM,
MOLOACAN-465,409,410,MR,25,SIN INFORMACION,26,ENCANTO,TERMINADO CON ABM,
MOLOACAN-465,398,402,MR,25,SIN INFORMACION,26,ENCANTO,TERMINADO CON ABM,
MOLOACAN-466,273,276,MR,13,SIN INFORMACION,34,ENCANTO,OPERO POR B.N.,
MOLOACAN-466,280,284,MR,21,SIN INFORMACION,13,ENCANTO,OPERO POR B.N.,
MOLOACAN-466,293,296,MR,13,SIN INFORMACION,29,ENCANTO,OPERO POR B.N.,
MOLOACAN-466,376,382,MR,22,SIN INFORMACION,17,ENCANTO,OPERO POR B.N.,
MOLOACAN-467,230,235,MR,26,SIN INFORMACION,8,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,236,239,MR,26,SIN INFORMACION,8,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,241,247,MR,32,SIN INFORMACION,11,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,282,289,MR,18,SIN INFORMACION,29,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,292,298,MR,16,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,302,304,MR,18,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-467,382,384,MR,18,SIN INFORMACION,18,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-468,274,281,MR,15,SIN INFORMACION,25,ENCANTO,SIN DATOS DE PRODUCCION, 
MOLOACAN-468,300,303,MR,21,SIN INFORMACION,35,ENCANTO,OPERO EN FORMA INTERMITENTE,
MOLOACAN-468,305,309,MR,21,SIN INFORMACION,37,ENCANTO,OPERO EN FORMA INTERMITENTE,
MOLOACAN-468,313,320,MR,23,SIN INFORMACION,22,ENCANTO,OPERO EN FORMA INTERMITENTE,
MOLOACAN-468,339,341,MR,23,SIN INFORMACION,32,ENCANTO,PRODUCTOR DE ACEITE Y GAS,
MOLOACAN-468,390,392,MR,24,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE Y GAS,
MOLOACAN-469,337,343,MR,17,SIN INFORMACION,48,ENCANTO,DESALOJO ACEITE,
MOLOACAN-469,220,223,MR,23,SIN INFORMACION,26,ENCANTO,DESALOJO GAS,
MOLOACAN-470,210,219,MR,9,SIN INFORMACION,17,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-470,241,249,MR,16,SIN INFORMACION,17,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-470,307,309,MR,18,SIN INFORMACION,46,ENCANTO,BAJA RECUPERACION, 
MOLOACAN-470,328,331,MR,16,SIN INFORMACION,46,ENCANTO,BAJA RECUPERACION,
MOLOACAN-470,340,343,MR,18,SIN INFORMACION,26,ENCANTO,BAJA RECUPERACION,
MOLOACAN-471,277,294,MR,10,SIN INFORMACION,10,ENCANTO,DESALOJANDO ACEITE Y GAS,
MOLOACAN-471,298,302,MR,15,SIN INFORMACION,21,ENCANTO,DESALOJANDO ACEITE Y GAS,
MOLOACAN-471,307,314,MR,7,SIN INFORMACION,21,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-471,333,342,MR,11,SIN INFORMACION,34,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-471,459,467,MR,14,SIN INFORMACION,33,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO CON 10% AGUA, 
MOLOACAN-472,252,260,MR,7,SIN INFORMACION,13,SIN INFORMACION,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-472,271,274,MR,9,SIN INFORMACION,13,SIN INFORMACION,OB. POZO OPERANDO CON B.N.,
MOLOACAN-472,276,284,MR,9,SIN INFORMACION,13,SIN INFORMACION,OB. POZO OPERANDO CON B.N.,
MOLOACAN-472,320,324,MR,10,SIN INFORMACION,57,SIN INFORMACION,PRODUCTOR DE ACEITE,
MOLOACAN-472,327,332,MR,18,SIN INFORMACION,25,SIN INFORMACION,PRODUCTOR DE ACEITE,
MOLOACAN-472,383,387,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,PRODUCTOR DE ACEITE,
MOLOACAN-473,290,292,MR,15,SIN INFORMACION,28,ENCANTO,CON APAREJO DE BOMBEO NEUMATICO,
MOLOACAN-473,297,307,MR,17,SIN INFORMACION,28,ENCANTO,CON APAREJO DE BOMBEO NEUMATICO,
MOLOACAN-473,310,323,MR,16,SIN INFORMACION,17,ENCANTO,CON APAREJO DE BOMBEO NEUMATICO,
MOLOACAN-474,233,243,MR,15,SIN INFORMACION,8,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-474,285,287,MR,21,SIN INFORMACION,29,ENCANTO,ABRIO POZO FLUYENDO A CABEZADAS,
MOLOACAN-474,292,300,MR,21,SIN INFORMACION,29,ENCANTO,ABRIO POZO FLUYENDO A CABEZADAS,
MOLOACAN-474,305,313,MR,15,SIN INFORMACION,21,ENCANTO,ABRIO POZO FLUYENDO A CABEZADAS,
MOLOACAN-475,311,314,MR,11,SIN INFORMACION,51,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-475,317,326,MR,19,SIN INFORMACION,17,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-475,329,338,MR,12,SIN INFORMACION,42,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-475,384,387,MR,22,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-476,352,357,MR,22,SIN INFORMACION,26,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,298,307,MR,20,SIN INFORMACION,10,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,292,295,MR,22,SIN INFORMACION,14,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,259,266,MR,24,SIN INFORMACION,10,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,250,255,MR,24,SIN INFORMACION,10,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,230,240,MR,20,SIN INFORMACION,16,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,195,201,MR,10,SIN INFORMACION,29,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-476,183,188,MR,14,SIN INFORMACION,20,ENCANTO,"POZO SIN MANIFESTAR, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-477,373,379,MR,23,SIN INFORMACION,9,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-480,594,596,MR,24,SIN INFORMACION,26,ENCANTO,"POZO TERMINADO COMO PRODUCTOR DE ACEITE FLUYENTE, DESALOJO DIESEL Y POSTERORMENTE ACEITE Y GAS", 
MOLOACAN-481,575,580,MR,20,SIN INFORMACION,26,ENCANTO,"POZO CON BN, ACTUALMENTE POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO CUENTA CON MAS YACIMIENTOS PENDIENTES PARA SU EXPLOTACION Y EVITAR POSIBLES DANOS DE ALTO RIESGO AL ENTORNO ECOLOGICO POR BROTES DE ACEITE O EMANACIONES DE GAS.", 
MOLOACAN-481,541,545,MR,20,SIN INFORMACION,45,ENCANTO,"POZO CON BN, ACTUALMENTE POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO CUENTA CON MAS YACIMIENTOS PENDIENTES PARA SU EXPLOTACION Y EVITAR POSIBLES DANOS DE ALTO RIESGO AL ENTORNO ECOLOGICO POR BROTES DE ACEITE O EMANACIONES DE GAS.", 
MOLOACAN-483,324,336,MR,25,SIN INFORMACION,25,ENCANTO,OPERO CON B.M., 
MOLOACAN-483,341,345,MR,29,SIN INFORMACION,30,ENCANTO,OPERO CON B.M., 
MOLOACAN-483,355,359,MR,28,SIN INFORMACION,33,ENCANTO,OPERO CON B.M.,
MOLOACAN-483,387,390,MR,28,SIN INFORMACION,23,ENCANTO,ACEITE Y GAS SIN PRESION,
MOLOACAN-485,324,330,MR,29,SIN INFORMACION,26,ENCANTO,OPERO CON B.M.,
MOLOACAN-485,355,359,MR,30,SIN INFORMACION,25,ENCANTO,OPERO CON B.M.,
MOLOACAN-485,365,368,MR,25,SIN INFORMACION,16,ENCANTO,OPERO CON B.M.,
MOLOACAN-485,373,377,MR,29,SIN INFORMACION,23,ENCANTO,OPERO CON B.M.,
MOLOACAN-485,398,400,MR,33,SIN INFORMACION,23,ENCANTO,PRODUCTOR DE ACEITE CON B.M.,
MOLOACAN-485,413,419,MR,27,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE CON B.M.,
MOLOACAN-486,206,214,MR,9,SIN INFORMACION,17,ENCANTO,OBSERVO POZO DESALOJANDO ACEITE POR B.M., 
MOLOACAN-486,336,341,MR,19,SIN INFORMACION,49,ENCANTO,NO APORTO, 
MOLOACAN-500,496,499,MR,13,SIN INFORMACION,43,ENCANTO,POZO FLUYENTE CON APAREJO DE BOMBEO MECANICO, 
MOLOACAN-500,465,474,MR,22,SIN INFORMACION,38,ENCANTO,POZO FLUYENTE CON APAREJO DE BOMBEO MECANICO, 
MOLOACAN-500,431,438,MR,32,SIN INFORMACION,32,ENCANTO,POZO FLUYENTE CON APAREJO DE BOMBEO MECANICO, 
MOLOACAN-501,260,270,MR,16,SIN INFORMACION,55,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-501,408,417,MR,16,SIN INFORMACION,50,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-501,455,458,MR,16,SIN INFORMACION,48,ENCANTO,DESALOJANDO ACEITE A LA BATERIA, 
MOLOACAN-502,492,495,MR,25,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-503,453,455,MR,18,SIN INFORMACION,60,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-503,459,465,MR,18,SIN INFORMACION,60,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-503,482,484,MR,13,SIN INFORMACION,60,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-503,497,507,MR,19,SIN INFORMACION,32,ENCANTO,BAJA RECUPERACION,
MOLOACAN-503,530,534,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,BAJA RECUPERACION,
MOLOACAN-503,540,543,MR,13,SIN INFORMACION,55,ENCANTO,BAJA RECUPERACION,
MOLOACAN-503,688,693,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,ACEITE VISCOSO,
MOLOACAN-504,530,534,MR,21,SIN INFORMACION,66,ENCANTO,BM CERRADO POR ARENAMIENTO,
MOLOACAN-504,519,522,MR,19,SIN INFORMACION,62,ENCANTO,BM CERRADO POR ARENAMIENTO,
MOLOACAN-504,498,503,MR,20,SIN INFORMACION,40,ENCANTO,FLUYENTE /BN CDO POR BAJA RECUPERACION,
MOLOACAN-504,482,488,MR,8,SIN INFORMACION,40,ENCANTO,BN CERRADO POR ARENAMIENTO,
MOLOACAN-504,294,297,MR,68,SIN INFORMACION,10,ENCANTO,BN CDO. POR ARENAMIENTO,
MOLOACAN-504,223,227,MR,10,SIN INFORMACION,3,ENCANTO,BN CDO. POR ARENAMIENTO,
MOLOACAN-505,451,457,MR,19,SIN INFORMACION,38,ENCANTO,"POZO CON BOMBEO NEUMATICO, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-506,267,270,MR,13,SIN INFORMACION,59,ENCANTO,"PARA LA TERMINACION DE ESTE POZO, NO SE RECOMENDO NINGUNO DE LOS INTERVALOS POR RECIBIRSE EL REGISTRO DE INDUCCION, CUANDO EL POZO YA HABIA SIDO TAPONADO;LOS INTERVALOS INFERIORES, SE ENCUENTRAN PRODUCIENDO EN POZOS VECINOS SITUADOS EN EL MISMO BLOQUE DICHOS INTERVALOS TIENEN UNA ACUMULADA DE 3,400 M3 DE ACEITE.", 
MOLOACAN-506,276,280,MR,15,SIN INFORMACION,62,ENCANTO,SIN INFORMACION, 
MOLOACAN-506,408,413.5,MR,26,SIN INFORMACION,55,ENCANTO,SIN INFORMACION, 
MOLOACAN-506,430,432.5,MR,17,SIN INFORMACION,36,ENCANTO,SIN INFORMACION,
MOLOACAN-506,442,444,MR,20,SIN INFORMACION,48,ENCANTO,SIN INFORMACION,
MOLOACAN-506,444.5,447,MR,27,SIN INFORMACION,51,ENCANTO,SIN INFORMACION,
MOLOACAN-506,449,451,MR,23,SIN INFORMACION,20,ENCANTO,SIN INFORMACION,
MOLOACAN-507,460,464,MR,19,SIN INFORMACION,27,ENCANTO,APAREJO DE BOMBEO MECANICO ACTUALMENTE POZO TAPONADO, 
MOLOACAN-508,272,276,MR,19,SIN INFORMACION,35,ENCANTO,POZO TAPONADO POR PRODUCIR AGUA,
MOLOACAN-508,263,268,MR,19,SIN INFORMACION,35,ENCANTO,POZO TAPONADO POR PRODUCIR AGUA,
MOLOACAN-508,287,292,MR,25,SIN INFORMACION,43,ENCANTO,POZO TAPONADO DESALOJA AGUA SALADA,
MOLOACAN-508,280,285,MR,18,SIN INFORMACION,60,ENCANTO,POZO TAPONADO DESALOJA AGUA SALADA,
MOLOACAN-509,243,254,MR,12,SIN INFORMACION,49,ENCANTO,NO APORTO,
MOLOACAN-509,257,265,MR,14,SIN INFORMACION,41,ENCANTO,NO APORTO,
MOLOACAN-509,364,372,MR,13,SIN INFORMACION,46,ENCANTO,NO APORTO,
MOLOACAN-509,386,389,MR,8,SIN INFORMACION,56,ENCANTO,NO APORTO,
MOLOACAN-509,398,405,MR,12,SIN INFORMACION,50,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-509,441,445,MR,10,SIN INFORMACION,49,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-510,417,422,MR,23,SIN INFORMACION,40,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-511,449,452,MR,13,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-511,466,476,MR,17,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-511,494,497,MR,23,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-511,507,512,MR,26,SIN INFORMACION,19,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-511,529,533,MR,23,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-511,540,543,MR,27,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-512,309,318,MR,15,SIN INFORMACION,32,ENCANTO,NO APORTO,
MOLOACAN-512,323,325,MR,13,SIN INFORMACION,42,ENCANTO,NO APORTO,
MOLOACAN-512,407,422,MR,13,SIN INFORMACION,42,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-512,437,441,MR,9,SIN INFORMACION,34,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-512,464,467,MR,16,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-512,476,479,MR,16,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-513,472,479,MR,27,SIN INFORMACION,26,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-513,502,508,MR,18,SIN INFORMACION,39,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-515,326,336,MR,26,SIN INFORMACION,13,ENCANTO,DESALOJO ACEITE ALINEADO A BATERIA,
MOLOACAN-515,426,436,MR,17,SIN INFORMACION,36,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-515,467,478,MR,23,SIN INFORMACION,26,ENCANTO,OPERO CON B.N.,
MOLOACAN-515,480,481,MR,23,SIN INFORMACION,26,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-515,515,523,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-518,455,460,MR,11,SIN INFORMACION,45,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-518,486,494,MR,9,SIN INFORMACION,59,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-518,520,524,MR,8,SIN INFORMACION,37,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-518,529,531,MR,11,SIN INFORMACION,45,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-519,430,442,MR,26,SIN INFORMACION,27,ENCANTO,PRODUCTOR DE ACEITE CON ABN,
MOLOACAN-519,465,470,MR,11,SIN INFORMACION,34,ENCANTO,PRODUCTOR DE ACEITE CON ABN,
MOLOACAN-520,360,362,MR,12,SIN INFORMACION,50,ENCANTO,PRODUCTOR DE ACEITE POR BM,
MOLOACAN-520,255,260,MR,15,SIN INFORMACION,51,ENCANTO,PRODUCTOR DE ACEITE POR BM,
MOLOACAN-520,425,429,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE POR BM,
MOLOACAN-521,407,412,MR,16,SIN INFORMACION,37,ENCANTO,PRODUCTOR DE ACEITE CON APAREJO DE BN,
MOLOACAN-522,505,515,MR,19,SIN INFORMACION,43,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-523,228,234,MR,16,SIN INFORMACION,66,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO,
MOLOACAN-523,248,250,MR,22,SIN INFORMACION,48,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO,
MOLOACAN-523,256,259,MR,15,SIN INFORMACION,54,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO,
MOLOACAN-523,317,319,MR,11,SIN INFORMACION,53,ENCANTO,PRODUCTOR DE ACEITE LIMPIO,
MOLOACAN-523,339,343,MR,13,SIN INFORMACION,53,ENCANTO,PRODUCTOR DE ACEITE LIMPIO,
MOLOACAN-524,228,232,MR,17,SIN INFORMACION,18,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-524,313,315,MR,17,SIN INFORMACION,30,ENCANTO,OB. POZO POR B.N.,
MOLOACAN-524,326,332,MR,18,SIN INFORMACION,17,ENCANTO,OB. POZO POR B.N.,
MOLOACAN-524,359,366,MR,19,SIN INFORMACION,14,ENCANTO,OB. DESALOJANDO ACEITE POR B.N.,
MOLOACAN-530,207,221,MR,15,SIN INFORMACION,28,ENCANTO,INTERVALO PRODUCTOR,
MOLOACAN-530,317,323,MR,9,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO,
MOLOACAN-530,347,357,MR,11,SIN INFORMACION,42,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO,
MOLOACAN-546,415,418,MR,13,SIN INFORMACION,56,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-546,429,431,MR,9,SIN INFORMACION,63,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-546,435,438,MR,13,SIN INFORMACION,64,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-566,490,495,MR,13,SIN INFORMACION,28,ENCANTO,INTERVALO AISLADO,
MOLOACAN-566,445,457,MR,17,SIN INFORMACION,28,ENCANTO,INTERVALO AISLADO,
MOLOACAN-566,434,438,MR,18,SIN INFORMACION,22,ENCANTO,INTERVALO OBTURADO,
MOLOACAN-566,418,425,MR,18,SIN INFORMACION,28,ENCANTO,INTERVALO OBTURADO,
MOLOACAN-582,475,480,MR,19,SIN INFORMACION,32,ENCANTO,DESALOJO GAS Y ACEITE,
